馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1200,488,10/03/2024,04,安康萬里,2,8,12,46.02,46.82,46.82,23.52,-45.83,70.34,0.99,9 11 4,福星,健康快車,大才,周俊樂,何澤堯,4,125,133
ST,grass,好,1200,548,31/03/2024,04,安康萬里,2,8,1,46.22,46.22,46.22,23.93,-45.42,70.15,0.8,1 1 4,大才,佳運發,勇霸龍,布文,何澤堯,4,127,133
ST,grass,好/快,1200,582,14/04/2024,01,安康萬里,2,8,10,46.06,47.02,47.02,21.99,-47.36,69.01,-0.34,9 8 1,安康萬里,鑽石星空,千杯敬典,布文,何澤堯,4,127,133
ST,grass,好/快,1200,660,11/05/2024,02,安康萬里,2,8,5,46.67,47.03,47.03,22.21,-47.14,69.24,-0.11,8 5 2,佳運發,安康萬里,全城帶勝,布文,何澤堯,4,133,133
ST,grass,好,1400,716,02/06/2024,01,安康萬里,2,8,5,58.07,58.39,-10.16,23.34,9.89,81.73,-0.27,6 5 5 1,安康萬里,大勢至富,怡昌奇兵,何澤堯,何澤堯,4,135,133
ST,grass,好/快,1400,810,06/07/2024,01,安康萬里,2,8,1,58.01,58.25,-9.95,22.86,9.41,81.11,-0.54,6 5 4 1,安康萬里,以戰常勝,駿奕快車,何澤堯,何澤堯,3,124,133
ST,grass,好,1400,064,28/09/2024,07,安康萬里,2,8,11,58.22,58.58,-9.62,23.77,10.32,82.35,0.7,8 9 7 7,盈妍威楓,風繼續吹,非凡之星,何澤堯,何澤堯,3,132,133
ST,grass,好/快,1400,120,20/10/2024,06,安康萬里,2,8,9,58.45,59.13,-9.07,22.97,9.52,82.1,0.45,14 12 12 6,堅又威,信心星,盈妍威楓,何澤堯,何澤堯,3,131,133
ST,grass,好,1400,191,17/11/2024,07,安康萬里,2,8,2,59.06,59.06,-9.14,23.0,9.55,82.06,0.41,1 1 1 7,銀亮奔騰,同樣美麗,玩笑,何澤堯,何澤堯,3,131,133
ST,grass,好,1200,316,01/01/2025,03,安康萬里,2,8,12,46.11,46.99,46.99,22.52,-46.48,69.51,0.51,11 10 3,舞林密碼,友愛心得,安康萬里,何澤堯,何澤堯,3,129,133
ST,grass,好,1200,396,31/01/2025,09,安康萬里,2,8,12,46.47,47.27,47.27,22.52,-46.48,69.79,0.79,10 11 9,駿跑得,新力好,魯班精神,何澤堯,何澤堯,3,125,133
ST,grass,好,1200,456,23/02/2025,06,安康萬里,2,8,14,46.14,47.1,47.1,22.33,-46.67,69.43,0.43,13 14 6,凱旋升,健康快車,中環精英,董明朗,何澤堯,3,127,133
ST,grass,好/黏,1400,514,15/03/2025,07,安康萬里,2,8,8,59.79,60.47,-7.73,22.98,9.53,83.45,1.8,9 9 9 7,康樂高球,首飾天空,信心星,董明朗,何澤堯,3,122,133
HV,grass,好/快,1200,561,02/04/2025,08,安康萬里,2,8,12,46.55,47.55,47.55,22.36,-47.24,69.91,0.31,12 11 8,鈦易搵,天足貓,樂勝天下,希威森,何澤堯,3,124,133
HV,grass,好/快,1200,597,16/04/2025,02,安康萬里,2,8,8,45.95,46.35,46.35,22.8,-46.8,69.15,-0.45,3 4 2,翠紅,安康萬里,飲杯,希威森,何澤堯,3,118,133
HV,grass,好,1200,658,07/05/2025,02,安康萬里,2,8,9,45.92,46.96,46.96,22.86,-46.74,69.82,0.22,10 10 2,飲杯,安康萬里,無限美麗,潘頓,何澤堯,3,120,133
HV,grass,好/快,1200,694,21/05/2025,02,安康萬里,2,8,3,46.21,46.61,46.61,23.01,-46.59,69.62,0.02,3 3 2,人和家興,安康萬里,樂勝天下,潘頓,何澤堯,3,122,133
HV,grass,好/快,1200,755,11/06/2025,11,安康萬里,2,8,10,45.86,46.82,46.82,23.47,-46.13,70.29,0.69,10 11 11,雪勇神駒,金牌活力,廚神,潘頓,何澤堯,3,122,133
HV,grass,好/快,1200,102,15/10/2025,01,安康萬里,2,8,1,45.74,45.98,45.98,23.46,-46.14,69.44,-0.16,3 2 1,安康萬里,風雲武士,幸運星球,何澤堯,何澤堯,3,121,133
HV,grass,好/快,1200,176,12/11/2025,02,安康萬里,2,8,7,45.86,45.86,45.86,23.32,-46.28,69.18,-0.42,1 1 2,飲杯,安康萬里,三軍勇將,何澤堯,何澤堯,3,126,133
HV,grass,好/快,1200,216,26/11/2025,01,安康萬里,2,8,9,46.42,46.82,46.82,23.24,-46.36,70.06,0.46,6 5 1,安康萬里,盈妍威楓,家樂龍駒,何澤堯,何澤堯,3,131,133
HV,grass,好,1200,291,23/12/2025,06,安康萬里,2,8,6,45.48,45.84,45.84,23.87,-45.73,69.71,0.11,3 4 6,川河動駒,沙井之友,幸運星球,何澤堯,何澤堯,3,131,133
HV,grass,好,1200,353,14/01/2026,08,安康萬里,2,8,12,45.99,46.19,46.19,23.78,-45.82,69.97,0.37,8 4 8,三軍勇將,臻至辰,加州本事,何澤堯,何澤堯,3,133,133
